,sector,state,district,sex,age,cwstype,wage,edu_cat,log_wage
97434,1,Uttar Pradesh,1,female,17,self employed,1,Secondary & higher,0
74200,1,Uttar Pradesh,52,male,25,self employed,1,below middle,0
36762,1,Karnataka,11,female,58,casual labour,3033.333,below middle,8.017417294
111807,1,Telangana,5,male,61,self employed,7500,Secondary & higher,8.9226583
52911,1,Meghalaya,2,male,39,self employed,14000,below middle,9.546812609
98000,1,West Bengal,19,male,53,self employed,10000,Secondary & higher,9.210340372
113213,1,Maharashtra,25,male,67,self employed,10000,Secondary & higher,9.210340372
27875,2,Rajasthan,2,male,47,self employed,35000,below middle,10.46310334
67256,1,Maharashtra,15,female,35,casual labour,3250,below middle,8.086410275
52278,1,Tamil Nadu,3,male,33,regular wage/salaried employees,10000,below middle,9.210340372
136763,2,Maharashtra,18,male,29,regular wage/salaried employees,10000,Graduate & above,9.210340372
66268,1,Maharashtra,19,female,36,self employed,1,below middle,0
109311,1,Jharkhand,1,male,45,self employed,1,Secondary & higher,0
97807,1,Nagaland,10,male,48,regular wage/salaried employees,10000,Secondary & higher,9.210340372
105703,2,Rajasthan,5,male,42,regular wage/salaried employees,18000,Secondary & higher,9.798127037
14471,1,Maharashtra,6,female,36,casual labour,7583.333,below middle,8.933708092
22805,2,Chhattisgarh,11,female,40,regular wage/salaried employees,5000,below middle,8.517193191
118301,1,Odisha,19,female,18,self employed,4000,Secondary & higher,8.29404964
1971,2,J&K,10,male,40,self employed,7000,below middle,8.853665428
112522,2,Karnataka,11,male,38,regular wage/salaried employees,15000,Secondary & higher,9.61580548
78160,1,Tamil Nadu,17,female,35,self employed,1,below middle,0
9094,1,Karnataka,28,male,65,self employed,12000,below middle,9.392661929
81586,1,Manipur,5,male,20,regular wage/salaried employees,9000,below middle,9.104979856
51411,1,Maharashtra,20,male,28,casual labour,7583.333,below middle,8.933708092
53931,2,Uttar Pradesh,19,male,55,self employed,6000,below middle,8.699514748
97541,2,Punjab,15,male,32,casual labour,10183.33,Secondary & higher,9.228507349
140463,2,Tamil Nadu,22,male,40,self employed,22000,Graduate & above,9.998797732
115241,1,Andhra Pradesh,5,male,35,casual labour,9750,Secondary & higher,9.185022564
65821,2,Karnataka,21,male,65,self employed,13800,below middle,9.532423871
40934,1,Haryana,2,female,50,casual labour,5200,below middle,8.556413905
121334,2,Karnataka,18,male,22,regular wage/salaried employees,15000,Secondary & higher,9.61580548
69845,2,Uttar Pradesh,26,female,33,self employed,1,below middle,0
67354,1,Madhya Pradesh,39,male,33,self employed,4166,below middle,8.334711622
6559,2,Punjab,7,male,48,regular wage/salaried employees,15000,below middle,9.61580548
13640,2,Rajasthan,32,female,30,self employed,35000,below middle,10.46310334
6924,1,Haryana,5,male,60,self employed,12790,below middle,9.456418895
33439,1,Meghalaya,1,female,46,self employed,1,below middle,0
82813,1,Uttar Pradesh,57,male,70,self employed,1,below middle,0
118708,1,Himachal Pradesh,9,male,32,self employed,15000,Secondary & higher,9.61580548
44806,1,Odisha,18,male,45,self employed,5000,below middle,8.517193191
95363,2,Maharashtra,22,male,27,regular wage/salaried employees,12000,Secondary & higher,9.392661929
15308,2,Odisha,19,female,25,self employed,1,below middle,0
7741,1,Chhattisgarh,3,male,69,self employed,4000,below middle,8.29404964
123468,2,Odisha,27,male,31,self employed,18000,Secondary & higher,9.798127037
29808,1,Rajasthan,4,female,37,self employed,1,below middle,0
139926,2,Haryana,20,male,45,regular wage/salaried employees,18500,Graduate & above,9.825526011
109386,2,Meghalaya,3,male,39,regular wage/salaried employees,28730,Secondary & higher,10.26569715
19818,1,Assam,8,female,45,regular wage/salaried employees,5010,below middle,8.519191194
141350,2,Gujarat,25,male,46,regular wage/salaried employees,20000,Graduate & above,9.903487553
135492,2,Manipur,6,male,48,self employed,1,Graduate & above,0
117437,1,Maharashtra,21,male,25,regular wage/salaried employees,9000,Secondary & higher,9.104979856
125896,2,Karnataka,1,female,60,regular wage/salaried employees,4000,Graduate & above,8.29404964
47336,1,Uttrakhand,12,female,46,casual labour,5642,below middle,8.637993892
120743,1,Maharashtra,25,male,27,regular wage/salaried employees,8000,Secondary & higher,8.987196821
63993,1,West Bengal,14,male,25,self employed,4000,below middle,8.29404964
56197,1,Gujarat,12,male,55,self employed,28000,below middle,10.23995979
15665,1,Rajasthan,8,male,20,casual labour,9100,below middle,9.116029693
128398,1,Bihar,33,male,24,self employed,6000,Graduate & above,8.699514748
16001,2,J&K,10,male,48,self employed,15000,below middle,9.61580548
70818,1,Punjab,7,male,50,self employed,10000,below middle,9.210340372
109441,1,Gujarat,21,male,28,self employed,9500,Secondary & higher,9.159047078
48289,1,Rajasthan,15,female,70,self employed,1,below middle,0
73487,1,Goa,2,male,62,self employed,8000,below middle,8.987196821
115904,2,Karnataka,27,male,49,self employed,15000,Secondary & higher,9.61580548
38717,2,West Bengal,11,male,27,self employed,10000,below middle,9.210340372
118586,1,Himachal Pradesh,2,male,30,regular wage/salaried employees,15000,Secondary & higher,9.61580548
101260,1,Andhra Pradesh,1,male,21,regular wage/salaried employees,9000,Secondary & higher,9.104979856
101284,1,Uttar Pradesh,8,male,50,regular wage/salaried employees,18000,Secondary & higher,9.798127037
90996,1,Tamil Nadu,20,male,20,regular wage/salaried employees,4500,Secondary & higher,8.411832676
69806,1,Chhattisgarh,19,female,55,self employed,6000,below middle,8.699514748
71651,1,Haryana,12,male,30,casual labour,15166.67,below middle,9.626855536
51446,1,Mizoram,6,female,26,self employed,1,below middle,0
101205,1,Telangana,4,female,22,self employed,1400,Secondary & higher,7.244227516
77856,1,J&K,8,male,50,self employed,14000,below middle,9.546812609
77509,1,Uttar Pradesh,44,male,42,self employed,1,below middle,0
86000,1,Maharashtra,18,male,52,self employed,28000,Secondary & higher,10.23995979
89799,2,Maharashtra,22,male,33,regular wage/salaried employees,25000,Secondary & higher,10.1266311
100057,1,Tripura,2,male,39,self employed,10000,Secondary & higher,9.210340372
24341,1,Gujarat,7,male,65,self employed,12000,below middle,9.392661929
109297,2,Kerala,7,female,54,self employed,4000,Secondary & higher,8.29404964
114831,2,Jharkhand,15,male,24,self employed,10000,Secondary & higher,9.210340372
63912,1,Madhya Pradesh,6,male,55,self employed,4000,below middle,8.29404964
65920,2,Kerala,8,female,59,regular wage/salaried employees,15000,below middle,9.61580548
13380,1,Tripura,2,male,60,self employed,12000,below middle,9.392661929
103885,1,Punjab,5,male,25,casual labour,15166.67,Secondary & higher,9.626855536
102861,1,Chhattisgarh,13,male,55,self employed,8600,Secondary & higher,9.059517482
125921,1,Jharkhand,6,female,28,self employed,3000,Graduate & above,8.006367568
17322,1,Madhya Pradesh,42,male,45,self employed,10000,below middle,9.210340372
104225,1,Kerala,6,male,55,self employed,16000,Secondary & higher,9.680344001
123764,1,Andhra Pradesh,5,female,38,regular wage/salaried employees,4500,Secondary & higher,8.411832676
53826,1,Himachal Pradesh,9,male,44,self employed,4000,below middle,8.29404964
112919,1,Gujarat,16,male,23,casual labour,6825,Secondary & higher,8.82834762
17428,2,Gujarat,9,male,37,self employed,1,below middle,0
20332,2,Madhya Pradesh,19,female,40,self employed,1,below middle,0
144882,2,Maharashtra,28,male,40,regular wage/salaried employees,15000,Graduate & above,9.61580548
75315,2,Kerala,7,female,42,regular wage/salaried employees,12000,below middle,9.392661929
100805,2,Maharashtra,22,male,20,casual labour,12133.33,Secondary & higher,9.40371149
76587,1,Karnataka,8,male,64,casual labour,6066.667,below middle,8.710564639
133547,2,Andhra Pradesh,10,male,55,self employed,8000,Graduate & above,8.987196821
30927,1,Odisha,21,female,45,casual labour,4333.333,below middle,8.374092271
91096,2,Andhra Pradesh,7,male,44,self employed,1,Secondary & higher,0
107081,2,Tamil Nadu,1,male,43,self employed,40000,Secondary & higher,10.59663473
125251,2,Uttar Pradesh,26,male,32,regular wage/salaried employees,9000,Graduate & above,9.104979856
8083,1,Assam,4,male,49,self employed,9000,below middle,9.104979856
47162,1,West Bengal,5,female,20,self employed,900,below middle,6.802394763
77239,1,Uttar Pradesh,58,female,30,self employed,1,below middle,0
139476,2,Maharashtra,21,male,25,regular wage/salaried employees,12000,Graduate & above,9.392661929
96162,2,West Bengal,11,male,42,self employed,14000,Secondary & higher,9.546812609
54694,1,Himachal Pradesh,2,female,16,self employed,1,below middle,0
69645,1,Telangana,29,female,24,self employed,2700,below middle,7.901007052
143930,2,Andhra Pradesh,4,male,29,regular wage/salaried employees,8250,Graduate & above,9.017968479
23189,2,Tamil Nadu,12,male,54,self employed,12000,below middle,9.392661929
132014,2,Tamil Nadu,26,female,23,regular wage/salaried employees,4000,Graduate & above,8.29404964
125611,2,Kerala,4,male,40,regular wage/salaried employees,35000,Graduate & above,10.46310334
38341,1,Sikkim,3,female,39,self employed,6340,below middle,8.754634047
90005,1,Gujarat,16,male,48,self employed,4500,Secondary & higher,8.411832676
55826,1,J&K,7,male,45,regular wage/salaried employees,6000,below middle,8.699514748
5384,1,Andhra Pradesh,9,male,45,casual labour,6933.333,below middle,8.844095929
101263,2,Rajasthan,9,male,50,self employed,2200,Secondary & higher,7.696212639
119441,1,Jharkhand,7,male,42,self employed,1950,Secondary & higher,7.575584652
56007,1,Arunachal Pradesh,6,male,50,self employed,15500,below middle,9.648595303
61244,1,Maharashtra,1,female,43,self employed,1,below middle,0
37751,2,Mizoram,6,male,37,self employed,18000,below middle,9.798127037
129296,1,Puducherry,2,male,42,regular wage/salaried employees,9000,Graduate & above,9.104979856
134016,2,Odisha,5,male,31,regular wage/salaried employees,90000,Graduate & above,11.40756495
134258,2,Gujarat,7,male,41,regular wage/salaried employees,15000,Graduate & above,9.61580548
63725,1,Tamil Nadu,17,male,39,self employed,45000,below middle,10.71441777
33398,2,Uttar Pradesh,1,male,28,self employed,12000,below middle,9.392661929
128099,2,Maharashtra,25,male,27,regular wage/salaried employees,35000,Graduate & above,10.46310334
89956,2,Andhra Pradesh,6,female,37,regular wage/salaried employees,15000,Secondary & higher,9.61580548
56597,1,West Bengal,3,male,70,self employed,5000,below middle,8.517193191
60406,1,Madhya Pradesh,35,male,45,casual labour,2816.667,below middle,7.94330955
81052,1,Uttar Pradesh,62,female,49,self employed,1500,below middle,7.313220387
26189,2,Kerala,4,male,53,regular wage/salaried employees,10000,below middle,9.210340372
84074,1,Andhra Pradesh,9,male,27,self employed,1,below middle,0
79126,1,Telangana,1,male,44,self employed,14000,below middle,9.546812609
27130,1,Rajasthan,19,male,50,self employed,8500,below middle,9.047821442
626,2,Maharashtra,19,female,34,regular wage/salaried employees,8000,below middle,8.987196821
3275,2,Gujarat,10,male,37,self employed,10000,below middle,9.210340372
30155,1,Andhra Pradesh,7,male,71,casual labour,6066.667,below middle,8.710564639
33280,2,Karnataka,18,male,50,regular wage/salaried employees,10000,below middle,9.210340372
88498,1,Punjab,12,male,28,self employed,30000,Secondary & higher,10.30895266
17764,1,Bihar,4,male,53,self employed,7500,below middle,8.9226583
40718,1,Manipur,9,female,62,self employed,6000,below middle,8.699514748
36685,1,Andhra Pradesh,5,female,55,casual labour,9100,below middle,9.116029693
121689,1,Uttar Pradesh,12,male,42,regular wage/salaried employees,4000,Secondary & higher,8.29404964
134370,2,West Bengal,17,female,21,regular wage/salaried employees,1500,Graduate & above,7.313220387
122946,2,Punjab,7,male,31,self employed,15000,Secondary & higher,9.61580548
116707,1,Tripura,1,male,30,self employed,5000,Secondary & higher,8.517193191
28525,1,Assam,8,male,41,self employed,13550,below middle,9.514141826
103739,2,Sikkim,4,male,42,regular wage/salaried employees,4000,Secondary & higher,8.29404964
43234,1,Assam,6,male,45,regular wage/salaried employees,6000,below middle,8.699514748
87312,1,Telangana,30,male,22,casual labour,10400,Secondary & higher,9.249561085
120144,2,Punjab,10,male,34,regular wage/salaried employees,8000,Secondary & higher,8.987196821
100748,1,Rajasthan,18,male,40,self employed,8000,Secondary & higher,8.987196821
71174,1,Karnataka,10,male,18,casual labour,7583.333,below middle,8.933708092
23787,1,Maharashtra,34,female,40,self employed,2500,below middle,7.824046011
85972,1,Assam,8,male,54,regular wage/salaried employees,42640,Secondary & higher,10.66054806
96521,1,West Bengal,19,male,21,self employed,1,Secondary & higher,0
11035,1,Madhya Pradesh,47,male,48,self employed,8000,below middle,8.987196821
59089,1,Kerala,13,male,50,casual labour,6500,below middle,8.779557456
76945,1,Uttar Pradesh,50,male,48,self employed,5000,below middle,8.517193191
41795,1,Odisha,29,male,48,self employed,1,below middle,0
85122,1,J&K,19,female,33,self employed,1,below middle,0
104782,1,Telangana,4,female,18,self employed,2000,Secondary & higher,7.60090246
68140,1,Uttar Pradesh,67,female,50,self employed,1,below middle,0
6499,2,Gujarat,10,female,38,casual labour,5200,below middle,8.556413905
77794,2,West Bengal,8,male,32,regular wage/salaried employees,5000,below middle,8.517193191
39503,2,Telangana,3,male,59,self employed,15000,below middle,9.61580548
76336,1,Uttar Pradesh,54,male,43,self employed,7000,below middle,8.853665428
125775,2,Gujarat,24,male,30,regular wage/salaried employees,15000,Graduate & above,9.61580548
36098,1,Gujarat,19,female,60,casual labour,4550,below middle,8.422882512
70054,1,Assam,7,male,48,regular wage/salaried employees,5010,below middle,8.519191194
19583,1,Tamil Nadu,19,female,50,casual labour,1733.333,below middle,7.457801424
1749,1,Chhattisgarh,11,female,18,self employed,1,below middle,0
38712,1,Himachal Pradesh,6,female,50,self employed,1650,below middle,7.408530567
91950,2,Chandigarh,1,male,59,self employed,30000,Secondary & higher,10.30895266
27230,1,Andhra Pradesh,1,male,42,casual labour,4940,below middle,8.50512061
115552,1,Gujarat,9,male,28,self employed,1,Secondary & higher,0
53655,1,Himachal Pradesh,9,female,51,self employed,3500,below middle,8.160518247
104113,1,Nagaland,4,male,52,regular wage/salaried employees,12500,Secondary & higher,9.433483923
115831,1,Chhattisgarh,25,male,21,self employed,1,Secondary & higher,0
88051,2,Karnataka,11,male,49,regular wage/salaried employees,6000,Secondary & higher,8.699514748
63579,1,J&K,14,female,38,self employed,1200,below middle,7.090076836
28289,1,Rajasthan,28,female,33,self employed,1,below middle,0
15863,1,Gujarat,1,male,24,regular wage/salaried employees,10000,below middle,9.210340372
114651,1,Chhattisgarh,17,male,36,regular wage/salaried employees,7000,Secondary & higher,8.853665428
103454,1,Maharashtra,5,male,33,casual labour,6066.667,Secondary & higher,8.710564639
88740,2,West Bengal,9,female,21,regular wage/salaried employees,700,Secondary & higher,6.551080335
2753,2,Punjab,11,male,38,self employed,17500,below middle,9.76995616
20531,1,Jharkhand,24,male,65,self employed,1,below middle,0
